0 -0.000000 0.150000 0.000000 -0.000000 0.150000 0.125000
1 -0.000000 -0.149696 0.000000 -0.000000 -0.149832 -0.124803
2 -0.000000 -0.000367 0.000000 -0.000000 0.149835 0.062279
3 0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000
4 0.000000 -0.000127 0.000000 -0.000000 0.000020 -0.000045
5 -0.000000 0.000233 0.000000 -0.000000 0.000054 0.000120
6 -0.000000 -0.000192 0.000000 -0.000000 0.000237 0.000019
0 -0.000000 0.150000 0.000000 -0.000000 0.150000 0.125000
1 -0.000000 -0.149696 0.000000 -0.000000 -0.149832 -0.124803
2 -0.000000 -0.000367 0.000000 -0.000000 0.149835 0.062279
3 0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000
4 0.000000 -0.000127 0.000000 -0.000000 0.000020 -0.000045
5 -0.000000 0.000233 0.000000 -0.000000 0.000054 0.000120
6 -0.000000 -0.000192 0.000000 -0.000000 0.000237 0.000019
0 -0.000000 0.150000 0.000000 -0.000000 0.150000 0.125000
1 -0.000000 -0.149696 0.000000 -0.000000 -0.149832 -0.124803
2 -0.000000 -0.000367 0.000000 -0.000000 0.149835 0.062279
3 0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000
4 0.000000 -0.000127 0.000000 -0.000000 0.000020 -0.000045
5 -0.000000 0.000233 0.000000 -0.000000 0.000054 0.000120
6 -0.000000 -0.000192 0.000000 -0.000000 0.000237 0.000019
0 -0.000000 0.150000 0.000000 -0.000000 0.150000 0.125000
1 -0.000000 -0.149696 0.000000 -0.000000 -0.149832 -0.124803
2 -0.000000 -0.000367 0.000000 -0.000000 0.149835 0.062279
3 0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000
4 0.000000 -0.000127 0.000000 -0.000000 0.000020 -0.000045
5 -0.000000 0.000233 0.000000 -0.000000 0.000054 0.000120
6 -0.000000 -0.000192 0.000000 -0.000000 0.000237 0.000019
0 -0.000000 0.150000 0.000000 -0.000000 0.150000 0.125000
1 -0.000000 -0.149696 0.000000 -0.000000 -0.149832 -0.124803
2 -0.000000 -0.000367 0.000000 -0.000000 0.149835 0.062279
3 0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000
4 0.000000 -0.000127 0.000000 -0.000000 0.000020 -0.000045
5 -0.000000 0.000233 0.000000 -0.000000 0.000054 0.000120
6 -0.000000 -0.000192 0.000000 -0.000000 0.000237 0.000019
0 -0.000000 0.150000 0.000000 -0.000000 0.150000 0.125000
1 -0.000000 -0.149696 0.000000 -0.000000 -0.149832 -0.124803
2 -0.000000 -0.000367 0.000000 -0.000000 0.149835 0.062279
3 0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000
4 0.000000 -0.000127 0.000000 -0.000000 0.000020 -0.000045
5 -0.000000 0.000233 0.000000 -0.000000 0.000054 0.000120
6 -0.000000 -0.000192 0.000000 -0.000000 0.000237 0.000019
0 -0.000000 0.150000 0.000000 -0.000000 0.150000 0.125000
1 -0.000000 -0.149696 0.000000 -0.000000 -0.149832 -0.124803
2 -0.000000 -0.000367 0.000000 -0.000000 0.149835 0.062279
3 0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000
4 0.000000 -0.000127 0.000000 -0.000000 0.000020 -0.000045
5 -0.000000 0.000233 0.000000 -0.000000 0.000054 0.000120
6 -0.000000 -0.000192 0.000000 -0.000000 0.000237 0.000019
